"시군구코드","인허가번호","업소번호","사업종류","상호","전화번호","허가일자","주소"
"3200000","1978320008004100032","00001","판매사업","동양가스","02 8771011","19780617","서울특별시 관악구 봉천동  1565번지 6호  "
"3200000","1978320008004100031","00001","판매사업","난곡가스","02 8553355","19780610","서울특별시 관악구 신림동  613번지 9호  "
"3240000","1978324000004100000","00001","판매사업","동부삼성가스","000234276565","19780507","서울특별시 강동구 암사동  511번지 3호  "
"3220000","2001322000004100012","00001","판매사업","대한가스","02  547 1644","19780303","서울특별시 강남구 논현동  233번지 12호  "
"3170000","2001317006704100001","00001","판매사업","동방가스","02  807 6644","19780204","서울특별시 금천구 시흥동  992번지 21호  "
"3140000","1977314007004100138","00001","판매사업","동아가스","","19771019","서울특별시 양천구 신정동  296번지 121호  "
"3150000","2001315007404120006","00001","판매사업","흥국가스","","19770923","서울특별시 강서구 화곡동  373번지 6호  "
"3140000","1977314007004100002","00001","판매사업","대성가스","","19770901","서울특별시 양천구 목동  530번지 9호  "
"3140000","1977314007004100004","00001","판매사업","유공형제가스","","19770720","서울특별시 양천구 신정동  916번지 9호  "
"3140000","1977314007004100008","00001","판매사업","화남가스","","19770205","서울특별시 양천구 목동  406번지 274호  "
"3000000","1977300007604100002","00001","판매사업","자문가스","02 3966921","19770107","서울특별시 종로구 부암동  158번지  "
"3120000","2001312007504100008","00001","판매사업","동양가스","023022222","19761218","서울특별시 서대문구 남가좌동  268번지 30호  "
"3000000","1976300007604100005","00001","판매사업","대한가스","02 7621360","19761211","서울특별시 종로구 혜화동  110번지 4호  "
"3070000","2001307009904100012","00001","판매사업","성북제일가스","","19761208","서울특별시 성북구 보문동1가  40번지  "
"3120000","2001312007504100003","00001","판매사업","삼표제일가스","02  362 5959","19761204","서울특별시 서대문구 창천동  5번지 72호  "
"3160000","1976316007104100020","00001","판매사업","동원가스","02 6818282","19761201","서울특별시 구로구 오류동  31번지 7호  "
"3020000","2000302007404100000","00001","판매사업","용산합동가스","","19761122","서울특별시 용산구 원효로1가  115번지 2호  "
"3190000","1976319007204100002","00001","판매사업","명수가스","02 8150397","19761104","서울특별시 동작구 흑석동  143번지 24호  "
"3190000","1976319007204100004","00001","판매사업","명수가스","02 8318181","19761104","서울특별시 동작구 신대방동  687번지 15호  "
"3000000","1976300007604100030","00001","판매사업","태아가스","","19761104","서울특별시 종로구 원남동  95번지  "
"3200000","1976320000004100006","00001","판매사업","남부가스","02 8562003","19760326","서울특별시 관악구 신림동   1596-14"
"3130000","2001313008004100001","00001","판매사업","서울가스","","19750521","서울특별시 마포구 망원동  399번지 38호  "
"3130000","2001313008004100006","00001","판매사업","삼일가스","","19750509","서울특별시 마포구 동교동  204번지 6호  "
"3130000","2001313008004100005","00001","판매사업","신대양가스","02  717 7373","19750201","서울특별시 마포구 공덕동  255번지 23호  "
"3120000","2001312007504100001","00001","충전사업","연일가스산업(주)","02  307 5411","19740311","서울특별시 서대문구 북가좌동  392번지 27호  "
"3040000","2000304007304100003","00001","충전사업","한양에너지(주)","024678341","19740311","서울특별시 광진구 중곡동  237번지 8호  "
"3160000","1974316007104100002","00001","충전사업","동일석유(주)남부충전","02  830 0341","19740311","서울특별시 강남구 대치동  50번지 8호  "
"3080000","2001308007504110003","00001","충전사업","(주)청학에너지","02  980 1163","19740311","서울특별시 강북구 번동  267번지  "
"3060000","1974306007504100001","00001","충전사업","풍림에너지","","19740311","서울특별시 중랑구 면목동  169번지 6   호  "
"3180000","1974318007604100088","00001","충전사업","기린에너지","","19740311","서울특별시 영등포구 양평동4가  158번지  "
"3040000","2000304007304100001","00001","충전사업","(주)해양가스","024442441","19740311","서울특별시 광진구 자양동  628번지 19호  "
"3070000","1974307000004100012","00001","충전사업","우일에너지(주)","02  913 8722","19740223","서울특별시 성북구 하월곡동  88번지 681호  "
"3080000","1974308007504110001","00001","충전사업","국제가스공업(주)","","19740223","서울특별시 강북구 수유동  48번지 23호  "
"3160000","1973316007104100001","00001","충전사업","한일가스산업(주)","02  26752616","19730724","서울특별시 구로구 구로동  600번지 6호  "
"3180000","2002318007604100001","00001","충전사업","양평동충전소","","19730614","서울특별시 영등포구 양평동3가  59번지  "
"3030000","1972303007404104302","00001","판매사업","고려가스상사","","19720428","서울특별시 성동구 홍익동  77번지  "
"3090000","1970309008704100006","00001","충전사업","주식회사 행복에너지","02  34916671","19701120","서울특별시 도봉구 방학동  707번지 2호  "
"3080000","1970308007504100001","00001","충전사업","서울와사공업(주)","02   9021112","19701120","서울특별시 강북구 번동  446번지 31호  "
"3160000","1970316007104100004","00001","충전사업","대성산업(주)오류동충전소","0226120039","19700224","서울특별시 구로구 오류동  74번지 8호  오류가스충전소"
"3150000","2001315007404100001","00001","충전사업","공항충전소","02 6615161","19691230","서울특별시 강서구 외발산동  142번지 1호  "
